YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA PLANTED, LONG GRAIN in ACRES","AREA PLANTED, MEDIUM GRAIN in ACRES","AREA PLANTED, SHORT GRAIN in ACRES","AREA PLANTED in ACRES","AREA HARVESTED, LONG GRAIN in ACRES","AREA HARVESTED, MEDIUM GRAIN in ACRES","AREA HARVESTED in ACRES","AREA HARVESTED, SHORT GRAIN in ACRES","PRODUCTION in $","PRODUCTION, SHORT GRAIN in CWT","PRODUCTION, LONG GRAIN in CWT","PRODUCTION in CWT","PRODUCTION, MEDIUM GRAIN in CWT","YIELD, SHORT GRAIN in LB / ACRE","YIELD, MEDIUM GRAIN in LB / ACRE","YIELD, LONG GRAIN in LB / ACRE","YIELD in LB / ACRE","PRICE RECEIVED in $ / CWT","PRICE RECEIVED, MEDIUM-SHORT GRAIN in $ / CWT","PRICE RECEIVED, LONG GRAIN in $ / CWT","YIELD in LB / NET PLANTED ACRE"
1965,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","329,000"," "," ","327,000"," ","78,192,000"," "," ","16,023,000"," "," "," "," ","4,900"," "," "," "," "
1965,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.98," "," "," "
1965,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","438,000"," "," ","434,000"," ","92,937,000"," "," ","18,662,000"," "," "," "," ","4,300"," "," "," "," "
1965,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","464,000"," "," ","462,000"," ","107,110,000"," "," ","21,252,000"," "," "," "," ","4,600"," "," "," "," "
1966,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","482,000"," "," ","477,000"," ","104,401,000"," "," ","20,511,000"," "," "," "," ","4,300"," "," "," "," "
1966,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","508,000"," "," ","505,000"," ","108,807,000"," "," ","21,210,000"," "," "," "," ","4,200"," "," "," "," "
1966,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5," "," "," "
1966,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","5,300"," "," ","5,200"," ","1,145,000"," "," ","229,000"," "," "," "," ","4,400"," "," "," "," "
1966,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.1," "," "," "
1966,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","56,000"," "," ","55,000"," ","12,062,000"," "," ","2,365,000"," "," "," "," ","4,300"," "," "," "," "
1966,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.81," "," "," "
1966,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","567,000"," "," ","565,000"," ","100,553,000"," "," ","20,905,000"," "," "," "," ","3,700"," "," "," "," "
1966,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.75," "," "," "
1966,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","362,000"," "," ","360,000"," ","94,050,000"," "," ","19,800,000"," "," "," "," ","5,500"," "," "," "," "
1966,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.09," "," "," "
1966,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.13," "," "," "
1967,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","56,000"," "," ","55,000"," ","12,629,000"," "," ","2,365,000"," "," "," "," ","4,300"," "," "," "," "
1967,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.94," "," "," "
1967,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","510,000"," "," ","508,000"," ","125,476,000"," "," ","25,400,000"," "," "," "," ","5,000"," "," "," "," "
1967,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.09," "," "," "
1967,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","5,200"," "," ","5,100"," ","1,196,000"," "," ","235,000"," "," "," "," ","4,600"," "," "," "," "
1967,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.91," "," "," "
1967,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","567,000"," "," ","565,000"," ","108,192,000"," "," ","22,035,000"," "," "," "," ","3,900"," "," "," "," "
1967,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.84," "," "," "
1967,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","362,000"," "," ","360,000"," ","85,378,000"," "," ","17,640,000"," "," "," "," ","4,900"," "," "," "," "
1967,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.12," "," "," "
1967,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","482,000"," "," ","477,000"," ","111,124,000"," "," ","21,704,000"," "," "," "," ","4,550"," "," "," "," "
1967,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.34," "," "," "
1968,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.83," "," "," "
1968,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","578,000"," "," ","572,000"," ","124,702,000"," "," ","24,596,000"," "," "," "," ","4,300"," "," "," "," "
1968,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.08," "," "," "
1968,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","6,600"," "," ","6,400"," ","1,463,000"," "," ","288,000"," "," "," "," ","4,500"," "," "," "," "
1968,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.2," "," "," "
1968,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","68,000"," "," ","67,000"," ","15,330,000"," "," ","2,948,000"," "," "," "," ","4,400"," "," "," "," "
1968,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","599,000"," "," ","597,000"," ","135,005,000"," "," ","27,164,000"," "," "," "," ","4,550"," "," "," "," "
1968,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","681,000"," "," ","679,000"," ","126,266,000"," "," ","26,142,000"," "," "," "," ","3,850"," "," "," "," "
1968,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.15," "," "," "
1968,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","434,000"," "," ","432,000"," ","118,471,000"," "," ","23,004,000"," "," "," "," ","5,325"," "," "," "," "
1968,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.07," "," "," "
1968,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.97," "," "," "
1969,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.32," "," "," "
1969,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.88," "," "," "
1969,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","550,000"," "," ","548,000"," ","105,632,000"," "," ","21,646,000"," "," "," "," ","3,950"," "," "," "," "
1969,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.3," "," "," "
1969,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","5,600"," "," ","5,400"," ","1,314,000"," "," ","248,000"," "," "," "," ","4,600"," "," "," "," "
1969,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","520,000"," "," ","515,000"," ","130,143,000"," "," ","24,463,000"," "," "," "," ","4,750"," "," "," "," "
1969,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.27," "," "," "
1969,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","391,000"," "," ","389,000"," ","103,162,000"," "," ","21,492,000"," "," "," "," ","5,525"," "," "," "," "
1969,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.8," "," "," "
1969,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","613,000"," "," ","611,000"," ","100,723,000"," "," ","21,385,000"," "," "," "," ","3,500"," "," "," "," "
1969,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.71," "," "," "
1969,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","61,000"," "," ","60,000"," ","14,071,000"," "," ","2,670,000"," "," "," "," ","4,450"," "," "," "," "
1970,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.28," "," "," "
1970,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","4,800"," "," ","4,700"," ","1,118,000"," "," ","207,000"," "," "," "," ","4,400"," "," "," "," "
1970,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.4," "," "," "
1970,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","469,000"," "," ","467,000"," ","110,329,000"," "," ","21,015,000"," "," "," "," ","4,500"," "," "," "," "
1970,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.25," "," "," "
1970,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","442,000"," "," ","438,000"," ","113,740,000"," "," ","21,024,000"," "," "," "," ","4,800"," "," "," "," "
1970,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.41," "," "," "
1970,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","333,000"," "," ","331,000"," ","94,712,000"," "," ","18,867,000"," "," "," "," ","5,700"," "," "," "," "
1970,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.02," "," "," "
1970,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","525,000"," "," ","523,000"," ","101,169,000"," "," ","20,397,000"," "," "," "," ","3,900"," "," "," "," "
1970,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.96," "," "," "
1970,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","52,000"," "," ","51,000"," ","12,118,000"," "," ","2,295,000"," "," "," "," ","4,500"," "," "," "," "
1971,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","52,000"," "," ","51,000"," ","13,208,000"," "," ","2,346,000"," "," "," "," ","4,600"," "," "," "," "
1971,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.62," "," "," "
1971,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","470,000"," "," ","468,000"," ","127,694,000"," "," ","23,868,000"," "," "," "," ","5,100"," "," "," "," "
1971,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.4," "," "," "
1971,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","5,000"," "," ","4,900"," ","1,269,000"," "," ","235,000"," "," "," "," ","4,800"," "," "," "," "
1971,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.63," "," "," "
1971,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.35," "," "," "
1971,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.05," "," "," "
1971,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","524,000"," "," ","522,000"," ","100,172,000"," "," ","19,836,000"," "," "," "," ","3,800"," "," "," "," "
1971,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.24," "," "," "
1971,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","333,000"," "," ","331,000"," ","90,191,000"," "," ","17,212,000"," "," "," "," ","5,200"," "," "," "," "
1971,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","442,000"," "," ","441,000"," ","125,163,000"," "," ","22,271,000"," "," "," "," ","5,050"," "," "," "," "
1972,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"51,000","1,000"," ","52,000","50,000","1,000","51,000"," ","16,275,000"," ","2,288,000","2,325,000","37,000"," ","3,700","4,575","4,559"," "," "," ",447.1
1972,MISSOURI,29,"  ","   ",YEAR,RICE,"3,300","1,700"," ","5,000","3,200","1,700","4,900"," ","1,548,000"," ","141,000","218,000","77,000"," ","4,500","4,400","4,449"," "," "," ",436
1972,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.44," "," "," "
1972,TEXAS,48,"  ","   ",YEAR,RICE,"397,000","72,000"," ","469,000","396,000","72,000","468,000"," ","142,466,000"," ","19,008,000","22,122,000","3,114,000"," ","4,325","4,800","4,727"," "," "," ",471.7
1972,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.1," "," "," "
1972,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.4," "," "," "
1972,LOUISIANA,22,"  ","   ",YEAR,RICE,"139,500","383,500"," ","523,000","139,000","383,000","522,000"," ","127,789,000"," ","5,317,000","19,967,000","14,650,000"," ","3,825","3,825","3,825"," "," "," ",381.8
1972,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.83," "," "," "
1972,CALIFORNIA,06,"  ","   ",YEAR,RICE," ","182,000","151,000","333,000"," ","181,000","331,000","150,000","128,868,000","8,325,000"," ","18,868,000","10,543,000","5,550","5,825"," ","5,700"," "," "," ",566.6
1972,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.2," "," "," "
1972,ARKANSAS,05,"  ","   ",YEAR,RICE,"326,000","113,000","3,000","442,000","325,000","113,000","441,000","3,000","157,961,000","170,000","16,006,000","21,939,000","5,763,000","5,650","5,100","4,925","4,975"," "," "," ",496.4
1972,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7," "," "," "
1973,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",17.2," "," "," "
1973,MISSOURI,29,"  ","   ",YEAR,RICE,"3,500","1,800"," ","5,300","3,400","1,800","5,200"," ","3,503,000"," ","145,000","226,000","81,000"," ","4,525","4,250","4,346"," "," "," ",426.4
1973,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.5," "," "," "
1973,TEXAS,48,"  ","   ",YEAR,RICE,"455,000","98,000"," ","553,000","452,000","97,000","549,000"," ","303,844,000"," ","17,402,000","20,530,000","3,128,000"," ","3,225","3,850","3,740"," "," "," ",371.2
1973,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14.8," "," "," "
1973,ARKANSAS,05,"  ","   ",YEAR,RICE,"386,000","142,000","6,000","534,000","385,000","142,000","533,000","6,000","388,987,000","371,000","18,095,000","25,424,000","6,958,000","6,175","4,900","4,700","4,770"," "," "," ",476.1
1973,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.3," "," "," "
1973,CALIFORNIA,06,"  ","   ",YEAR,RICE," ","234,000","169,000","403,000"," ","233,000","401,000","168,000","249,983,000","9,240,000"," ","22,521,000","13,281,000","5,500","5,700"," ","5,616"," "," "," ",558.8
1973,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.1," "," "," "
1973,LOUISIANA,22,"  ","   ",YEAR,RICE,"159,000","465,000"," ","624,000","158,000","462,000","620,000"," ","287,749,000"," ","5,570,000","21,394,000","15,824,000"," ","3,425","3,525","3,451"," "," "," ",342.9
1973,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13.45," "," "," "
1973,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"60,000","2,000"," ","62,000","60,000","2,000","62,000"," ","45,924,000"," ","2,595,000","2,670,000","75,000"," ","3,750","4,325","4,306"," "," "," ",430.6
1974,LOUISIANA,22,"  ","   ",YEAR,RICE,"220,600","440,400"," ","661,000","220,000","440,000","660,000"," ","264,990,000"," ","8,140,000","24,090,000","15,950,000"," ","3,625","3,700","3,650"," "," "," ",364.4
1974,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.9," "," "," "
1974,MISSOURI,29,"  ","   ",YEAR,RICE,"9,900","4,700",400,"15,000","9,000","4,600","14,000",400,"6,474,000","15,000","340,000","544,000","189,000","3,800","4,100","3,775","3,886"," "," "," ",362.7
1974,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.2," "," "," "
1974,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"113,000","1,000"," ","114,000","107,000","1,000","108,000"," ","46,033,000"," ","4,473,000","4,513,000","40,000"," ","3,950","4,180","4,180"," "," "," ",396
1974,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11," "," "," "
1974,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.9," "," "," "
1974,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.7," "," "," "
1974,CALIFORNIA,06,"  ","   ",YEAR,RICE," ","280,000","200,000","480,000"," ","278,000","477,000","199,000","295,086,000","10,348,000"," ","25,221,000","14,873,000","5,200","5,350"," ","5,290"," "," "," ",525.4
1974,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.4," "," "," "
1974,ARKANSAS,05,"  ","   ",YEAR,RICE,"566,000","137,000","12,000","715,000","561,000","137,000","710,000","12,000","373,464,000","702,000","25,105,000","32,760,000","6,953,000","5,850","5,075","4,475","4,610"," "," "," ",458.2
1974,TEXAS,48,"  ","   ",YEAR,RICE,"475,000","90,000"," ","565,000","473,000","89,000","562,000"," ","275,312,000"," ","21,876,000","25,258,000","3,382,000"," ","3,800","4,625","4,494"," "," "," ",447
1975,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.81," "," "," "
1975,TEXAS,48,"  ","   ",YEAR,RICE,"454,000","96,000"," ","550,000","453,000","95,000","548,000"," ","220,215,000"," ","21,110,000","24,996,000","3,886,000"," ","4,090","4,660","4,560"," "," "," ",454.5
1975,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.53," "," "," "
1975,MISSOURI,29,"  ","   ",YEAR,RICE,"13,300","4,200",500,"18,000","13,300","4,200","18,000",500,"6,466,000","22,000","559,000","758,000","177,000","4,450","4,225","4,200","4,210"," "," "," ",421
1975,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.42," "," "," "
1975,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"172,000","2,000","1,000","175,000","168,000","2,000","171,000","1,000","56,119,000","44,000","6,552,000","6,665,000","69,000","4,400","3,450","3,900","3,900"," "," "," ",380.9
1975,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.38," "," "," "
1975,LOUISIANA,22,"  ","   ",YEAR,RICE,"160,000","500,000"," ","660,000","159,000","499,000","658,000"," ","210,036,000"," ","6,002,000","25,064,000","19,062,000"," ","3,820","3,775","3,810"," "," "," ",379.8
1975,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.65," "," "," "
1975,CALIFORNIA,06,"  ","   ",YEAR,RICE," ","341,000","189,000","530,000"," ","338,000","525,000","187,000","230,869,000","10,659,000"," ","30,179,000","19,520,000","5,700","5,775"," ","5,750"," "," "," ",569.4
1975,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.54," "," "," "
1975,ARKANSAS,05,"  ","   ",YEAR,RICE,"661,000","204,000","35,000","900,000","660,000","203,000","898,000","35,000","348,219,000","1,864,000","29,370,000","40,775,000","9,541,000","5,325","4,700","4,450","4,540"," "," "," ",453.1
1976,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.53," "," "," "
1976,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.21," "," "," "
1976,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.49," "," "," "
1976,MISSOURI,29,"  ","   ",YEAR,RICE,"9,000","5,000"," ","14,000","9,000","5,000","14,000"," ","4,404,000"," ","369,000","588,000","219,000"," ","4,375","4,100","4,200"," "," "," ",420
1976,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.79," "," "," "
1976,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"144,000","1,000"," ","145,000","143,000","1,000","144,000"," ","41,066,000"," ","6,006,000","6,048,000","42,000"," ","4,175","4,200","4,200"," "," "," ",417.1
1976,TEXAS,48,"  ","   ",YEAR,RICE,"477,000","33,000"," ","510,000","476,000","32,000","508,000"," ","176,140,000"," ","23,086,000","24,430,000","1,344,000"," ","4,200","4,850","4,810"," "," "," ",479
1976,LOUISIANA,22,"  ","   ",YEAR,RICE,"208,000","362,000"," ","570,000","207,000","361,000","568,000"," ","144,986,000"," ","8,052,000","22,203,000","14,151,000"," ","3,920","3,890","3,910"," "," "," ",389.5
1976,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.91," "," "," "
1976,CALIFORNIA,06,"  ","   ",YEAR,RICE," ","265,000","135,000","400,000"," ","264,000","399,000","135,000","152,137,000","7,695,000"," ","22,017,000","14,322,000","5,700","5,425"," ","5,520"," "," "," ",550.4
1976,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.25," "," "," "
1976,ARKANSAS,05,"  ","   ",YEAR,RICE,"698,000","132,000","20,000","850,000","696,000","131,000","847,000","20,000","292,625,000","1,110,000","32,538,000","40,362,000","6,714,000","5,550","5,125","4,675","4,770"," "," "," ",474.8
1977,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.2," "," "," "
1977,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.55," "," "," "
1977,TEXAS,48,"  ","   ",YEAR,RICE,"481,000","21,000"," ","502,000","480,000","21,000","501,000"," ","223,470,000"," ","22,560,000","23,400,000","840,000"," ","4,000","4,700","4,670"," "," "," ",466
1977,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.7," "," "," "
1977,MISSOURI,29,"  ","   ",YEAR,RICE,"14,000","3,000"," ","17,000","14,000","3,000","17,000"," ","6,101,000"," ","515,000","629,000","114,000"," ","3,800","3,675","3,700"," "," "," ",370
1977,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"110,000","2,000"," ","112,000","109,000","2,000","111,000"," ","45,288,000"," ","4,360,000","4,440,000","80,000"," ","4,000","4,000","4,000"," "," "," ",396.4
1977,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.94," "," "," "
1977,LOUISIANA,22,"  ","   ",YEAR,RICE,"176,000","304,000"," ","480,000","174,000","301,000","475,000"," ","155,958,000"," ","6,308,000","17,445,000","11,137,000"," ","3,700","3,625","3,670"," "," "," ",363.4
1977,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.15," "," "," "
1977,CALIFORNIA,06,"  ","   ",YEAR,RICE," ","141,000","169,000","310,000"," ","140,000","308,000","168,000","163,904,000","9,828,000"," ","17,913,000","8,085,000","5,850","5,775"," ","5,810"," "," "," ",577.8
1977,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.79," "," "," "
1977,ARKANSAS,05,"  ","   ",YEAR,RICE,"692,000","129,000","19,000","840,000","690,000","128,000","837,000","19,000","346,527,000","917,000","28,463,000","35,396,000","6,016,000","4,825","4,700","4,125","4,230"," "," "," ",421.4
1978,LOUISIANA,22,"  ","   ",YEAR,RICE,"239,000","351,000"," ","590,000","238,000","349,000","587,000"," ","168,188,000"," ","9,163,000","22,425,000","13,262,000"," ","3,800","3,850","3,820"," "," "," ",380.1
1978,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.27," "," "," "
